unique.ind,grid.id,detection,season,total.months,days.per.month,total.day.per.year,visit.reason,hunter (Yes/No),distance,signs,freq.sighting,year.obs,sighting.month,sighting.season,other.visit.grids,mean.elevation,median.elevation,village.number,river.length.sum,road.length.sum,slope.mean,presence.absence
439,1986,NO,1,1,10,10,hunting,Yes,7000,ds,NA,2017,12,1,NA,279,251.5,2,24742.87949,7011.649355,8.883913455,0
440,1988,YES,1,2,15,30,trapping,Yes,10000,ds,week,2020,11,1,1987;1986,174,172,0,97001.06476,6327.161045,0.931402224,1
441,2043,NO,3,5,20,100,trapping,Yes,3000,ob,NA,2019,NA,NA,1986,177,166.5,0,13565.14286,6555.11525,4.805385867,0
442,2044,NO,1,3,15,45,trapping,Yes,5000,ob,NA,2016,NA,NA,1986;1987,157,155.5,0,108337.127,1109.485628,1.236014103,0
442,1987,YES,3,3,15,45,rice,No,1000,nb,NA,2020,2,1,1986,188,186,0,100526.1448,741.5828737,1.691153181,1
443,1986,YES,3,3,7,21,hunting,Yes,500,ds,week,2020,3,2,NA,279,251.5,2,24742.87949,7011.649355,8.883913455,1
443,2044,YES,2,1,5,5,hunting,Yes,6000,nb,week,2021,NA,NA,1987;1986,157,155.5,0,108337.127,1109.485628,1.236014103,1
444,2044,YES,2,1,7,7,hunting,Yes,6000,ds,NA,2021,3,2,1987;1986,157,155.5,0,108337.127,1109.485628,1.236014103,1
445,2043,YES,2,3,5,15,vegetable,No,3000,ds,week,2020,7,2,1986,177,166.5,0,13565.14286,6555.11525,4.805385867,1
445,1986,YES,2,3,10,30,vegetable,No,1000,ds,NA,2020,12,1,NA,279,251.5,2,24742.87949,7011.649355,8.883913455,1
446,1987,YES,3,3,3,9,vegetable,No,4000,ds,NA,2020,11,1,1986,188,186,0,100526.1448,741.5828737,1.691153181,1
447,1930,YES,3,3,20,60,vegetable,No,4000,nb,week,2021,NA,NA,1986;1987,216,223,1,44861.82826,5208.723809,3.769617498,1
448,1930,YES,2,2,10,20,vegetable,No,3000,nb,month,2021,NA,NA,NA,216,223,1,44861.82826,5208.723809,3.769617498,1
448,1987,YES,3,3,16,48,rice,No,4000,nb,week,2020,NA,NA,1930,188,186,0,100526.1448,741.5828737,1.691153181,1
449,1930,YES,3,3,30,90,rice,No,2000,nb,week,2021,11,1,NA,216,223,1,44861.82826,5208.723809,3.769617498,1
449,1988,YES,3,2,10,20,hunting,Yes,9000,ds,NA,2020,12,1,1987;1930,174,172,0,97001.06476,6327.161045,0.931402224,1
450,1988,NO,3,4,25,100,rice,No,1000,ds,NA,2010,12,1,1930;1987,174,172,0,97001.06476,6327.161045,0.931402224,0
451,1988,YES,3,4,10,40,bamboo,No,3000,nb,month,2020,NA,NA,1987;1930,174,172,0,97001.06476,6327.161045,0.931402224,1
451,1931,YES,1,1,7,7,cane_coll,No,2000,nb,month,2020,12,1,1930,195,195,2,105177.5774,10319.46593,3.462791344,1
452,1988,YES,3,4,11,44,rice,No,4000,nb,year,2020,1,1,1930;1987,174,172,0,97001.06476,6327.161045,0.931402224,1
453,1988,YES,3,3,15,45,vegetable,No,4000,ds,year,2020,6,2,1930,174,172,0,97001.06476,6327.161045,0.931402224,1
453,1987,NO,2,2,10,20,vegetable,No,6000,nb,NA,2011,7,2,1930,188,186,0,100526.1448,741.5828737,1.691153181,0
455,1931,NO,1,2,5,10,rice,No,5000,NA,NA,NA,NA,NA,1930,195,195,2,105177.5774,10319.46593,3.462791344,0
454,1988,YES,1,2,15,30,bamboo,No,5000,nb,month,2020,NA,NA,1930;1937,174,172,0,97001.06476,6327.161045,0.931402224,1
456,1931,YES,2,1,10,10,hunting,Yes,2000,nb,NA,2020,NA,NA,1930,195,195,2,105177.5774,10319.46593,3.462791344,1
456,1987,NO,1,1,15,15,jhum,No,3000,NA,NA,NA,NA,NA,1930,188,186,0,100526.1448,741.5828737,1.691153181,0
457,2047,YES,1,4,15,60,trapping,Yes,1000,ds,year,2021,12,1,1990,145,145,1,82930.92197,4834.731911,1.686270539,1
457,1991,YES,1,4,30,120,trapping,Yes,4000,nb,month,2020,11,1,1990,151,150.5,0,43674.12229,4897.127763,1.777625579,1
458,2047,YES,3,2,10,20,hunting,Yes,2000,nb,month,2021,NA,NA,1990,145,145,1,82930.92197,4834.731911,1.686270539,1
459,1991,NO,2,1,5,5,hunting,Yes,2000,ds,year,2016,3,2,1990,151,150.5,0,43674.12229,4897.127763,1.777625579,0
459,1990,NO,3,12,30,360,village,No,0,ob,year,2016,NA,NA,NA,158,157,1,39147.48483,6225.1304,1.748565136,0
459,2047,YES,2,1,5,5,hunting,Yes,3000,nb,year,2020,2,1,1990,145,145,1,82930.92197,4834.731911,1.686270539,1
460,1990,YES,2,1,6,6,hunting,Yes,3000,nb,week,2021,NA,NA,NA,158,157,1,39147.48483,6225.1304,1.748565136,1
460,1991,YES,3,5,6,30,trapping,Yes,1000,nb,week,2021,2,1,1990,151,150.5,0,43674.12229,4897.127763,1.777625579,1
461,1933,YES,1,3,30,90,trapping,Yes,2000,nb,week,2021,11,1,NA,225,235,2,63097.20109,7194.171658,6.417716884,1
462,1933,YES,3,2,3,6,hunting,Yes,7000,nb,month,2020,NA,NA,NA,225,235,2,63097.20109,7194.171658,6.417716884,1
462,1875,YES,3,5,5,25,trapping,Yes,6000,nb,month,2020,NA,NA,1932;1933,237,238.5,0,78497.50069,8148.083312,4.706930169,1
462,1876,YES,1,3,5,15,trapping,Yes,7000,nb,month,2020,NA,NA,1933,244,234,0,62916.36702,771.8225715,8.048818058,1
463,1875,NO,3,4,7,28,trapping,Yes,4000,ob,NA,1991,NA,NA,1932;1933,237,238.5,0,78497.50069,8148.083312,4.706930169,0
463,1933,YES,3,12,30,360,village,No,0,ds,NA,2020,3,2,NA,225,235,2,63097.20109,7194.171658,6.417716884,1
464,1875,YES,1,3,4,12,hunting,Yes,7000,ds,week,2020,12,1,1932;1933,237,238.5,0,78497.50069,8148.083312,4.706930169,1
464,1876,YES,1,4,6,24,trapping,Yes,7000,ds,month,2020,12,1,1933,244,234,0,62916.36702,771.8225715,8.048818058,1
464,1934,YES,1,2,5,10,cane_coll,No,2000,ds,month,2020,9,1,1933,167,166,1,44626.14784,9539.165937,3.099217163,1
465,1875,NO,3,5,5,25,trapping,Yes,7000,ob,NA,2016,3,2,1932;1933,237,238.5,0,78497.50069,8148.083312,4.706930169,0
465,1933,YES,3,5,5,25,trapping,Yes,2000,nb,week,2020,NA,NA,NA,225,235,2,63097.20109,7194.171658,6.417716884,1
465,1932,YES,3,5,5,25,trapping,Yes,2000,nb,week,2021,NA,NA,1933,191,187.5,0,25997.83015,4256.460358,2.254068675,1
466,1933,YES,3,5,6,30,trapping,Yes,5000,ob,week,2021,NA,NA,NA,225,235,2,63097.20109,7194.171658,6.417716884,1
466,1932,YES,3,5,10,50,trapping,Yes,3000,ds,NA,2020,12,1,1933,191,187.5,0,25997.83015,4256.460358,2.254068675,1
467,1933,NO,3,5,7,35,trapping,Yes,2000,nb,NA,2017,NA,NA,NA,225,235,2,63097.20109,7194.171658,6.417716884,0
468,1933,YES,2,1,7,7,hunting,Yes,2000,nb,month,2020,NA,NA,NA,225,235,2,63097.20109,7194.171658,6.417716884,1
469,1934,YES,2,1,7,7,hunting,Yes,3000,nb,month,2020,NA,NA,1933,167,166,1,44626.14784,9539.165937,3.099217163,1
469,1875,NO,3,2,15,30,hunting,Yes,7000,NA,NA,NA,NA,NA,1932;1933,237,238.5,0,78497.50069,8148.083312,4.706930169,0
469,1932,YES,3,2,15,30,hunting,Yes,4000,ds,month,2020,10,1,1933,191,187.5,0,25997.83015,4256.460358,2.254068675,1
469,1933,NO,3,4,25,100,trapping,Yes,3000,ob,NA,2008,NA,NA,NA,225,235,2,63097.20109,7194.171658,6.417716884,0
470,1876,NO,1,5,6,30,trapping,Yes,3250,nb,year,2019,NA,NA,1933,244,234,0,62916.36702,771.8225715,8.048818058,0
470,1932,YES,3,5,7,35,trapping,Yes,1260,nb,week,2020,NA,NA,1933,191,187.5,0,25997.83015,4256.460358,2.254068675,1
470,1933,YES,2,1,5,5,hunting,Yes,1050,ds,NA,2021,3,2,NA,225,235,2,63097.20109,7194.171658,6.417716884,1
471,1934,NO,1,1,2,2,firewood_coll,No,3000,ob,NA,2015,NA,NA,NA,167,166,1,44626.14784,9539.165937,3.099217163,0
471,1876,YES,1,3,15,45,rubber,No,2000,nb,year,2020,NA,NA,1933;1934,244,234,0,62916.36702,771.8225715,8.048818058,1
472,1934,YES,1,1,10,10,firewood_coll,No,2000,nb,year,2021,10,1,NA,167,166,1,44626.14784,9539.165937,3.099217163,1
472,1933,NO,1,2,5,10,firewood_coll,No,200,NA,NA,NA,NA,NA,1934,225,235,2,63097.20109,7194.171658,6.417716884,0
473,1934,YES,1,3,12,36,trapping,Yes,4000,ds,year,2021,10,1,NA,167,166,1,44626.14784,9539.165937,3.099217163,1
474,1819,YES,3,2,15,30,vegetable,No,2000,ds,month,2020,NA,NA,1933;1876;1934,325,321.5,0,8640.890434,0,12.14352811,1
474,1990,YES,3,3,15,45,vegetable,No,3000,ds,month,2021,3,2,1933;1934,158,157,1,39147.48483,6225.1304,1.748565136,1
475,1934,NO,1,1,10,10,firewood_coll,No,300,nb,week,2018,NA,NA,NA,167,166,1,44626.14784,9539.165937,3.099217163,0
475,1933,NO,2,2,15,30,vegetable,No,2000,ob,year,2007,NA,NA,1934,225,235,2,63097.20109,7194.171658,6.417716884,0
475,1990,YES,3,3,15,45,rice,No,2000,nb,year,2021,12,1,1933;1934,158,157,1,39147.48483,6225.1304,1.748565136,1
476,1877,YES,1,2,10,20,orange,No,3000,nb,month,2020,NA,NA,1934,216,228,0,65486.26315,0,16.78905261,1
477,1877,YES,2,1,4,4,hunting,Yes,3000,ob,month,2020,3,2,1934,216,228,0,65486.26315,0,16.78905261,1
478,1877,YES,1,3,15,45,cardamom,No,3000,nb,week,2021,12,1,1934,216,228,0,65486.26315,0,16.78905261,1
479,1877,YES,1,5,7,35,trapping,Yes,2000,nb,month,2021,NA,NA,1934,216,228,0,65486.26315,0,16.78905261,1
480,1877,NO,3,2,12,24,hunting,Yes,3000,ob,year,2001,4,2,1934,216,228,0,65486.26315,0,16.78905261,0
481,1934,YES,2,1,3,3,hunting,Yes,4000,ds,NA,2020,3,2,NA,167,166,1,44626.14784,9539.165937,3.099217163,1
482,1877,NO,1,3,30,90,rubber,No,1000,NA,NA,NA,NA,NA,1878;1935,216,228,0,65486.26315,0,16.78905261,0
482,1934,YES,1,2,15,30,hunting,Yes,1000,nb,year,2020,NA,NA,1935,167,166,1,44626.14784,9539.165937,3.099217163,1
483,1877,YES,1,3,30,90,rubber,No,2000,ds,year,2020,11,1,1935;1878,216,228,0,65486.26315,0,16.78905261,1
484,1935,YES,2,1,4,4,hunting,Yes,2000,ds,NA,2021,3,2,NA,144,141,1,20942.65309,8236.698127,2.271782135,1
484,1934,YES,3,5,20,100,trapping,Yes,1000,nb,month,2021,NA,NA,1935,167,166,1,44626.14784,9539.165937,3.099217163,1
485,1935,YES,1,3,30,90,rubber,No,2000,ob,month,2020,NA,NA,NA,144,141,1,20942.65309,8236.698127,2.271782135,1
485,1877,NO,1,3,30,90,rubber,No,2000,ob,NA,2017,NA,NA,1878;1935,216,228,0,65486.26315,0,16.78905261,0
486,1877,YES,1,3,30,90,rubber,No,3000,ds,year,2020,10,1,1935;1878,216,228,0,65486.26315,0,16.78905261,1
487,1764,YES,1,2,15,30,orange,No,1000,nb,year,2021,NA,NA,NA,307,297.5,0,38383.68638,0,22.62085326,1
488,1764,NO,2,1,5,5,hunting,Yes,3000,ds,year,2015,3,2,NA,307,297.5,0,38383.68638,0,22.62085326,0
489,1764,NO,2,1,6,6,hunting,Yes,2000,ds,year,2016,3,2,NA,307,297.5,0,38383.68638,0,22.62085326,0
490,1764,NO,1,1,2,2,hunting,Yes,8000,ob,year,2017,NA,NA,NA,307,297.5,0,38383.68638,0,22.62085326,0
490,1705,YES,2,1,3,3,hunting,Yes,9000,ds,year,2020,3,2,1764;1763;1706,520,494,0,891.4766686,0,16.93665831,1
491,1764,YES,1,4,15,60,trapping,Yes,2000,ds,NA,2021,11,1,1878;1821,307,297.5,0,38383.68638,0,22.62085326,1
492,1764,NO,1,3,25,75,orange,No,4000,ob,NA,2004,NA,NA,1821;1878,307,297.5,0,38383.68638,0,22.62085326,0
492,1878,YES,3,12,30,360,village,No,0,ob,month,2020,NA,NA,NA,147,146.5,1,8077.015931,7020.222965,3.081494597,1
493,1991,YES,1,1,10,10,vegetable,No,1000,nb,month,2020,4,2,1992,151,150.5,0,43674.12229,4897.127763,1.777625579,1
493,1992,NO,3,4,20,80,rice,No,1500,NA,NA,NA,NA,NA,NA,136,134,1,38334.68037,7238.05173,2.332652744,0
494,2049,YES,1,4,20,80,trapping,Yes,4000,ds,week,2021,11,1,1992,142,140,0,10354.62155,7091.284073,2.338164576,1
495,1934,NO,3,5,18,90,trapping,Yes,2720,ds,month,2016,3,2,1992;1991,167,166,1,44626.14784,9539.165937,3.099217163,0
496,2047,YES,3,4,20,80,trapping,Yes,1000,nb,month,2021,12,1,2048,145,145,1,82930.92197,4834.731911,1.686270539,1
497,2047,YES,2,1,6,6,hunting,Yes,500,nb,month,2021,10,1,2048,145,145,1,82930.92197,4834.731911,1.686270539,1
498,2048,YES,1,3,6,18,trapping,Yes,1000,nb,month,2021,12,1,NA,139,137.5,1,49121.00641,5398.000973,2.751090961,1
498,1991,NO,2,1,6,6,hunting,Yes,4000,NA,NA,NA,NA,NA,2048,151,150.5,0,43674.12229,4897.127763,1.777625579,0
499,2105,YES,3,5,15,75,trapping,Yes,2000,nb,week,2021,NA,NA,NA,137,139,1,12114.31219,9375.314947,2.101068015,1
499,2162,YES,3,5,15,75,trapping,Yes,5000,nb,week,2021,NA,NA,2105,131,131,0,14100.40187,2915.356551,1.38532175,1
500,2105,YES,3,5,15,75,trapping,Yes,2000,ds,year,2020,3,2,NA,137,139,1,12114.31219,9375.314947,2.101068015,1
500,2161,YES,3,5,15,75,trapping,Yes,4000,nb,year,2021,NA,NA,2105,139,139,1,44594.74929,2312.072225,2.151386739,1
501,2105,NO,2,1,12,12,hunting,Yes,2000,ob,year,2019,NA,NA,NA,137,139,1,12114.31219,9375.314947,2.101068015,0
501,2162,YES,2,1,12,12,hunting,Yes,2000,ds,year,2020,3,2,2105,131,131,0,14100.40187,2915.356551,1.38532175,1
501,2161,NO,2,1,12,12,hunting,Yes,3000,NA,NA,NA,NA,NA,2104;2105,139,139,1,44594.74929,2312.072225,2.151386739,0
502,2104,YES,3,4,10,40,rice,No,5000,ds,NA,2020,6,2,2105,141,142,0,847.7296881,3926.308534,1.074945839,1
502,2216,NO,2,1,10,10,hunting,Yes,9000,NA,NA,NA,NA,NA,2160;2161;2104;2105,136,135,0,43763.39221,0,2.01641083,0
503,2162,NO,2,1,3,3,hunting,Yes,5000,ds,NA,2018,3,2,2105,131,131,0,14100.40187,2915.356551,1.38532175,0
504,2105,YES,3,4,15,60,tea,No,500,nb,NA,2020,6,2,NA,137,139,1,12114.31219,9375.314947,2.101068015,1
505,2047,NO,1,5,15,75,trapping,Yes,1000,ds,month,2017,11,1,NA,145,145,1,82930.92197,4834.731911,1.686270539,0
505,2048,YES,3,2,8,16,hunting,Yes,2540,ds,month,2021,12,1,2047,139,137.5,1,49121.00641,5398.000973,2.751090961,1
506,2104,NO,2,1,9,9,hunting,Yes,3000,nb,NA,2018,NA,NA,2047,141,142,0,847.7296881,3926.308534,1.074945839,0
507,2047,YES,1,4,30,120,hunting,Yes,3000,nb,week,2021,NA,NA,NA,145,145,1,82930.92197,4834.731911,1.686270539,1
507,2048,YES,1,4,30,120,hunting,Yes,5000,nb,NA,2021,NA,NA,2047,139,137.5,1,49121.00641,5398.000973,2.751090961,1
508,1992,NO,2,1,7,7,hunting,Yes,3000,ds,NA,2008,3,2,2048;1991;2047,136,134,1,38334.68037,7238.05173,2.332652744,0
509,2047,NO,1,4,20,80,hunting,Yes,3000,ds,NA,2016,12,1,NA,145,145,1,82930.92197,4834.731911,1.686270539,0
509,2048,NO,1,4,20,80,hunting,Yes,3000,NA,NA,NA,NA,NA,2047,139,137.5,1,49121.00641,5398.000973,2.751090961,0
510,2048,YES,2,1,14,14,hunting,Yes,3000,nb,month,2020,NA,NA,2047,139,137.5,1,49121.00641,5398.000973,2.751090961,1
511,2047,YES,2,1,14,14,hunting,Yes,3000,nb,month,2021,NA,NA,NA,145,145,1,82930.92197,4834.731911,1.686270539,1
511,2048,YES,2,1,10,10,hunting,Yes,3000,ob,month,2020,NA,NA,2047,139,137.5,1,49121.00641,5398.000973,2.751090961,1
512,2049,NO,1,1,6,6,hunting,Yes,3000,ds,week,2017,12,1,2047;2048,142,140,0,10354.62155,7091.284073,2.338164576,0
512,2048,NO,2,1,10,10,trapping,Yes,2570,ds,week,2018,3,2,2047,139,137.5,1,49121.00641,5398.000973,2.751090961,0
513,1991,YES,2,1,5,5,hunting,Yes,4000,nb,week,2021,NA,NA,2048;2047,151,150.5,0,43674.12229,4897.127763,1.777625579,1
513,2047,YES,2,1,5,5,hunting,Yes,3000,nb,month,2021,NA,NA,NA,145,145,1,82930.92197,4834.731911,1.686270539,1
514,2047,YES,2,,6,0,hunting,Yes,2000,nb,month,2021,NA,NA,NA,145,145,1,82930.92197,4834.731911,1.686270539,1
515,2159,YES,3,2,8,16,hunting,Yes,6000,ds,year,2020,12,1,NA,143,143,1,50257.30873,6054.349442,2.98222023,1
515,2160,NO,2,1,7,7,hunting,Yes,1000,nb,year,2019,NA,NA,2159,140,140,1,61343.20873,7487.487833,2.32408009,0
516,2158,NO,2,1,6,6,hunting,Yes,500,ds,NA,2016,11,1,2159,148,148,0,48730.92016,2438.712096,3.256536818,0
516,2101,NO,3,4,15,60,rice,No,2000,nb,NA,2004,NA,NA,2159;2158,148,148.5,0,25537.16541,7906.117007,1.277335282,0
517,2159,YES,1,4,15,60,hunting,Yes,4000,ds,month,2020,11,1,NA,143,143,1,50257.30873,6054.349442,2.98222023,1
518,2158,YES,1,1,4,4,hunting,Yes,3000,ds,month,2021,10,1,2159,148,148,0,48730.92016,2438.712096,3.256536818,1
518,2216,NO,2,1,7,7,hunting,Yes,2000,NA,NA,NA,NA,NA,2159,136,135,0,43763.39221,0,2.01641083,0
519,2158,NO,3,2,5,10,pepper,No,2000,ob,NA,2013,NA,NA,2159,148,148,0,48730.92016,2438.712096,3.256536818,0
520,2159,NO,2,1,5,5,hunting,Yes,2000,ob,NA,2013,NA,NA,NA,143,143,1,50257.30873,6054.349442,2.98222023,0
520,2158,NO,1,1,2,2,hunting,Yes,2000,nb,NA,2006,NA,NA,2159,148,148,0,48730.92016,2438.712096,3.256536818,0
521,2159,YES,2,,5,0,hunting,Yes,2000,ds,year,2021,3,2,NA,143,143,1,50257.30873,6054.349442,2.98222023,1
522,2158,YES,1,4,7,28,hunting,Yes,2000,nb,year,2020,2,1,2159,148,148,0,48730.92016,2438.712096,3.256536818,1
523,2159,YES,1,4,10,40,trapping,Yes,2000,ds,NA,2020,12,1,NA,143,143,1,50257.30873,6054.349442,2.98222023,1
523,2101,NO,2,1,7,7,hunting,Yes,1000,NA,NA,NA,NA,NA,2159;2158,148,148.5,0,25537.16541,7906.117007,1.277335282,0
524,2160,YES,2,1,6,6,hunting,Yes,3630,nb,NA,2020,3,2,2159,140,140,1,61343.20873,7487.487833,2.32408009,1
525,2160,NO,3,2,10,20,vegetable,No,4600,nb,NA,2011,NA,NA,2159,140,140,1,61343.20873,7487.487833,2.32408009,0
525,2159,NO,2,1,7,7,hunting,Yes,1800,nb,NA,2009,NA,NA,NA,143,143,1,50257.30873,6054.349442,2.98222023,0
526,2159,YES,1,2,5,10,trapping,Yes,2630,ds,month,2020,2,1,NA,143,143,1,50257.30873,6054.349442,2.98222023,1
526,2216,YES,2,1,8,8,hunting,Yes,4000,ds,year,2020,3,2,2159,136,135,0,43763.39221,0,2.01641083,1
527,2102,NO,1,2,2,4,bamboo,No,7000,ds,NA,2018,1,1,NA,146,145.5,1,52645.94575,7619.632666,2.400022081,0
528,2158,YES,1,4,15,60,trapping,Yes,7000,nb,year,2021,11,1,2102;2159,148,148,0,48730.92016,2438.712096,3.256536818,1
528,2216,YES,1,1,3,3,hunting,Yes,3000,nb,NA,2021,12,1,2159;2102,136,135,0,43763.39221,0,2.01641083,1
528,1876,YES,1,1,2,2,hunting,Yes,5000,nb,month,2021,12,1,2046;1989;1990;2102;1933,244,234,0,62916.36702,771.8225715,8.048818058,1
529,2159,YES,1,4,15,60,hunting,Yes,4310,nb,month,2021,12,1,2102,143,143,1,50257.30873,6054.349442,2.98222023,1
529,2045,NO,2,1,6,6,trapping,Yes,1000,NA,NA,NA,NA,NA,2102,154,154.5,0,14865.29185,5039.620043,1.468627945,0
529,2102,YES,1,3,5,15,trapping,Yes,2000,ds,year,2021,11,1,NA,146,145.5,1,52645.94575,7619.632666,2.400022081,1
530,2102,NO,1,2,3,6,bamboo,No,200,ds,year,2016,12,1,NA,146,145.5,1,52645.94575,7619.632666,2.400022081,0
531,2102,NO,1,2,5,10,bamboo,No,100,nb,NA,2011,12,1,NA,146,145.5,1,52645.94575,7619.632666,2.400022081,0
532,2103,NO,3,4,30,120,rice,No,2000,ds,NA,2006,6,2,2102,144,144,0,14418.58632,6881.5086,1.248476896,0
532,2102,YES,3,2,5,10,bamboo,No,500,nb,NA,2020,1,1,NA,146,145.5,1,52645.94575,7619.632666,2.400022081,1
533,2215,NO,2,1,7,7,hunting,Yes,8000,nb,month,2019,NA,NA,2159;2158;2102,142,144,0,6862.825754,0,2.234360041,0
534,2157,YES,2,1,7,7,hunting,Yes,12000,nb,week,2021,NA,NA,2101;2158;2102,155,154,0,10110.47558,1901.171632,4.508138786,1
534,2102,YES,1,2,8,16,bamboo,No,500,nb,year,2020,12,1,NA,146,145.5,1,52645.94575,7619.632666,2.400022081,1
535,2046,NO,1,1,3,3,bamboo,No,5000,ds,NA,2016,12,1,2102;2045,150,150,0,8751.507995,5999.569876,0.867073139,0
535,2045,YES,2,1,7,7,hunting,Yes,500,nb,year,2021,NA,NA,2102,154,154.5,0,14865.29185,5039.620043,1.468627945,1
536,2102,YES,2,1,7,7,hunting,Yes,200,nb,month,2021,NA,NA,NA,146,145.5,1,52645.94575,7619.632666,2.400022081,1
536,2044,NO,3,3,10,30,rice,No,2210,nb,NA,2015,6,2,2045;2102,157,155.5,0,108337.127,1109.485628,1.236014103,0
537,2105,NO,1,4,20,80,trapping,Yes,2000,ds,NA,2018,12,1,2104;2160;2161,137,139,1,12114.31219,9375.314947,2.101068015,0
537,2161,NO,3,4,30,120,rice,No,0,nb,NA,2019,12,1,2160,139,139,1,44594.74929,2312.072225,2.151386739,0
538,2162,YES,3,1,10,10,hunting,Yes,2000,nb,week,2021,NA,NA,2160;2161,131,131,0,14100.40187,2915.356551,1.38532175,1
539,2161,YES,3,5,10,50,vegetable,No,0,nb,year,2021,NA,NA,2160,139,139,1,44594.74929,2312.072225,2.151386739,1
540,2161,YES,1,2,20,40,trapping,Yes,500,ds,NA,2021,11,1,2160,139,139,1,44594.74929,2312.072225,2.151386739,1
541,2161,NO,3,3,20,60,tea,No,600,ds,NA,2018,1,1,2160,139,139,1,44594.74929,2312.072225,2.151386739,0
542,2159,YES,2,1,10,10,hunting,Yes,8000,ds,month,2021,3,2,2160,143,143,1,50257.30873,6054.349442,2.98222023,1
543,2161,YES,2,1,5,5,hunting,Yes,1000,ob,month,2021,NA,NA,2160,139,139,1,44594.74929,2312.072225,2.151386739,1
544,2161,NO,1,3,6,18,trapping,Yes,1000,ds,year,2018,11,1,2160,139,139,1,44594.74929,2312.072225,2.151386739,0
545,2159,YES,1,4,15,60,trapping,Yes,3000,nb,month,2021,NA,NA,2161;2160,143,143,1,50257.30873,6054.349442,2.98222023,1
545,2160,NO,2,1,10,10,trapping,Yes,2000,nb,NA,2019,1,1,2161,140,140,1,61343.20873,7487.487833,2.32408009,0
546,2160,NO,2,1,3,3,bamboo,No,500,ds,NA,2017,6,2,2161,140,140,1,61343.20873,7487.487833,2.32408009,0
547,2160,YES,1,4,25,100,trapping,Yes,1000,ds,month,2020,12,1,2161,140,140,1,61343.20873,7487.487833,2.32408009,1
548,2160,YES,1,1,30,30,bamboo,No,600,nb,week,2020,2,1,2161,140,140,1,61343.20873,7487.487833,2.32408009,1
549,2103,YES,3,4,10,40,rice,No,6000,nb,NA,2021,6,2,2161;2104,144,144,0,14418.58632,6881.5086,1.248476896,1
550,2160,NO,1,2,5,10,fishing,No,1000,NA,NA,NA,NA,NA,2161,140,140,1,61343.20873,7487.487833,2.32408009,0
551,2440,NO,3,4,30,120,rice,No,2000,ds,NA,2010,NA,NA,2383,175,174.5,0,47169.47864,2354.393075,2.616232317,0
551,2384,NO,1,4,30,120,trapping,Yes,2000,nb,month,2019,NA,NA,2383,150,151,1,36420.58042,7206.738283,2.25219984,0
552,2440,YES,1,4,7,28,rice,No,3000,nb,month,2021,10,1,2383,175,174.5,0,47169.47864,2354.393075,2.616232317,1
553,2382,NO,3,3,5,15,trapping,Yes,5000,ds,NA,2016,1,1,2383,193,192.5,0,71353.38093,3644.345854,1.77300354,0
554,2382,YES,1,4,15,60,trapping,Yes,3000,nb,year,2021,11,1,2383,193,192.5,0,71353.38093,3644.345854,1.77300354,1
554,2383,NO,1,4,15,60,trapping,Yes,3000,ob,year,2011,NA,NA,NA,166,165,1,50156.61324,9162.142998,2.535725423,0
554,2384,YES,1,4,15,60,trapping,Yes,7000,nb,year,2021,12,1,2383,150,151,1,36420.58042,7206.738283,2.25219984,1
555,2439,YES,1,4,25,100,trapping,Yes,5000,ds,year,2021,11,1,2383,200,200,0,19370.00224,3122.724337,1.600960813,1
555,2382,YES,1,4,25,100,trapping,Yes,6000,ds,year,2020,12,1,2383,193,192.5,0,71353.38093,3644.345854,1.77300354,1
556,2382,YES,1,,15,0,trapping,Yes,1000,ds,NA,2021,11,1,2383,193,192.5,0,71353.38093,3644.345854,1.77300354,1
557,2383,YES,3,7,25,175,rice,No,2000,ds,NA,2020,12,1,NA,166,165,1,50156.61324,9162.142998,2.535725423,1
557,2440,NO,1,4,15,60,trapping,Yes,2000,ds,year,2019,1,1,2383,175,174.5,0,47169.47864,2354.393075,2.616232317,0
558,2384,YES,1,4,20,80,trapping,Yes,3000,nb,week,2021,3,2,2383,150,151,1,36420.58042,7206.738283,2.25219984,1
558,2383,NO,1,2,15,30,trapping,Yes,0,NA,NA,NA,NA,NA,NA,166,165,1,50156.61324,9162.142998,2.535725423,0
558,2440,YES,2,1,7,7,hunting,Yes,3000,nb,NA,2021,12,1,2383,175,174.5,0,47169.47864,2354.393075,2.616232317,1
559,2383,NO,3,3,3,9,jhum,No,3000,ds,NA,2013,11,1,NA,166,165,1,50156.61324,9162.142998,2.535725423,0
560,2382,YES,3,3,8,24,hunting,Yes,5000,ds,NA,2021,10,1,2383,193,192.5,0,71353.38093,3644.345854,1.77300354,1
561,2439,YES,1,4,5,20,hunting,Yes,7000,ds,NA,2021,11,1,2383;2440,200,200,0,19370.00224,3122.724337,1.600960813,1
561,2383,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,166,165,1,50156.61324,9162.142998,2.535725423,0
561,2382,NO,3,3,25,75,sugarcane,No,9000,NA,NA,NA,NA,NA,2383,193,192.5,0,71353.38093,3644.345854,1.77300354,0
562,2440,YES,1,2,10,20,jhum,No,5000,nb,year,2021,9,1,2383,175,174.5,0,47169.47864,2354.393075,2.616232317,1
563,2440,YES,1,1,2,2,etkum_coll,No,6000,ds,NA,2020,12,1,2383,175,174.5,0,47169.47864,2354.393075,2.616232317,1
